"ID_Epic","issue_num","assignee","description","timeoriginalestimate","timeestimate","timespent"
"11269","470","JIRAUSER10100","Create the customer 

Create the loan application (corresponding product)

 

voir : [http://172.16.4.180:8090/display/WCC/Scope+Management]

fichier : [http://172.16.4.180:8090/download/attachments/1310835/Abacus%20fields_V3.0%2025082020.xlsx?api=v2]

 
|Field Name|Mandatory|Arabic|
|Organisation Name|Yes|اسم المنشاة|
|Commercial Registration NO|Yes|رقم السجل التجاري|
|Date of issue|Yes|تاريخ الإصدار |
|Date of expiry |Yes|تاريخ الانتهاء |
|{color:#ff0000}Partners Main Contact{color}|{color:#ff0000}Yes{color}| |
|{color:#ff0000}National ID{color}|{color:#ff0000}Yes{color}|{color:#ff0000}الهوية الوطنية {color}|
|{color:#ff0000}Expiry Date {color}|{color:#ff0000}Yes{color}|{color:#ff0000}تاريخ الانتهاء {color}|
|{color:#ff0000}Nationality {color}|{color:#ff0000}Yes{color}|{color:#ff0000}الجنسية {color}|
|{color:#ff0000}Mobile {color}|{color:#ff0000}Yes{color}| |
|{color:#FF0000}Email{color}|Yes| |
|Region| Yes|المنطقة|
|City|Yes|المدينة|
|District|yes|مقاطعة|
|Branch |yes|الفرع|
|Loan Officer| |الاخصائي|
|Project Description| | وصف المشروع |","57600","0","61200"
"11270","471","JIRAUSER10600","* Calculate __enabled if form is valid
 * icons  for calc result + text
 * Hijri / Georg fields
 * Personal info - Natioanlity & add validation (National or Residence ID)
 * Add expiry date
 * Contact Info
 * Review & Submit","86400","0","115200"
"11271","472","JIRAUSER10600","Voir spec confluence [http://172.16.4.180:8090/display/WCC/BRJMF+Loan+Process%3A+Status+et+possibles+actions]

 

 ","0","0","43200"
"11272","473","JIRAUSER10401","* Check in ACM
 * Check in Abacus
 * Intégration API","57600","0",NULL
"11273","474",NULL,NULL,"0","0",NULL
"11274","475","JIRAUSER10400","|Type of Message|Arabic|English|
|قبل اتخاذ اجراء قانوني ضد العميل |بلاغ|Incident|
|عام - لمنتج اوخدمة |استعلام|Enquery|
|ممكن ان يزودنا العميل باقتراح لتحسين المنتج او اخذ تمويل إضافي|اقتراح|Suggestion|
|للعملاء الجيدين |تجديد قرض|Loan renew Request (for working loans)|
|بعد التمويل |تقييم الخدمة|Evaluation|
|اجتماع اللجنة |حجز اجتماع|Meeting request|
|ارسال رسائل بقنوات الشكاوى المتاحة للعملاء |شكوى|Complaint |
|طلب آخر|طلب آخر|other|
|إلغاء التطبيق|إلغاء التطبيق|cancel application|","0","0","28800"
"11275","476","JIRAUSER10401","Customer + Loan dummy

Intégrer l API

Au moment du SUBMIT (IB) insérer la schedule dans une table SCHEDULE à créer

 

[~soumaya.barkallah]

suite au mail de  [~radhouane.homrani]

L'API Calculator ne demande pas un crédit.

Veuillez trouver ci-joint le fichier json qui contient le corps de l'API.

Veuillez trouver également tous les API que vous allez utiliser sous : *Z:\02. Abacus\02. Projets\04. BRJMF\03. Requirements and spec\01. ACM\08- Abacus API*","21600","0","28800"
"11276","477","JIRAUSER10100",NULL,"0","0","3600"
"11278","479","JIRAUSER10501",NULL,"0","0",NULL
"11279","480","JIRAUSER10401","* template mail
 * methods backend
 * integration

 ","28800","0","28800"
"11281","482","JIRAUSER10100","+ Update FE screen

[http://172.16.4.180:8090/display/WCC/Scope+Management]

ACM_Abacus fields.xlsx ","0","0","57600"
"11282","483","JIRAUSER10600","* Notify the customer to :
 ** Update Application Data 
 ** Complete Application","0","0",NULL
"11284","485","JIRAUSER10501","Add option in the menu","14400","0","14400"
"11285","486","JIRAUSER10501","+ Add option in the menu

 ","14400","0","28800"
"11286","487","JIRAUSER10400","KYC

Sima

Sanction list","43200","0","43200"
"11287","488","JIRAUSER10600","enlever les boutons assign et act stream

ajouter bouton actions (voir pdf ci-dessous)

Pop-up - contact customer
 * object
 * message
 * send | cancel

 

 ","14400","0","14400"
"11288","489",NULL,NULL,"0","0",NULL
"11289","490",NULL,NULL,"0","0",NULL
"11290","491","JIRAUSER10501","Value in the field is based on an SQL query ( to be prepared by [~radhouane.homrani]","0","0",NULL
"11291","492",NULL,NULL,"0","0",NULL
"11293","77","JIRAUSER10000",NULL,"14400","7200","7200"
"11294","78","JIRAUSER10000",NULL,"14400","7200","7200"
"11295","79","JIRAUSER10400",NULL,"43200","43200",NULL
"11296","80","JIRAUSER10400",NULL,"28800","28800",NULL
"11297","81","JIRAUSER10000",NULL,"7200","7200",NULL
"11298","82","JIRAUSER10400",NULL,"57600","57600",NULL
"11299","494","JIRAUSER10501","* create DB table of online application
 * Tableau avec un boutton assign en haut
 ** multi check dispo","28800","0","28800"
"11301","496","JIRAUSER10501","LOV Recommendation:
 * Approval
 * Rejection

 ","14400","0","14400"
"11302","497","JIRAUSER10100",NULL,"28800","0","28800"
"11303","498","JIRAUSER10100",NULL,"57600","0","144000"
"11304","499","JIRAUSER10400","Ajout de la table intermédiaire

dev front end

dev Back end","57600","0","57600"
"11305","500","JIRAUSER10600",NULL,"43200","0","43200"
"11306","501","JIRAUSER10400","* meme ecran fiche client INDV
 * ajouter champ : montant a garantir","28800","0","28800"
"11307","502","JIRAUSER10401","[~soumaya.barkallah] 

Exemple de test : Loan : 002-00048367","28800","0","50400"
"11308","503","JIRAUSER10600","same as ACM

 ","0","0","43200"
"11309","504","JIRAUSER10100",NULL,"57600","0","57600"
"11310","505","JIRAUSER10501","* List of Online app assigned to the LO avec Edit button
 * When the user clicks on  Edit: display initial validation screen
 ** Refaire initial check screen
 * Update tbale acm_customer to add client_TYPE (C or P)","43200","0","43200"
"11311","506","JIRAUSER10600",NULL,"28800","0","86400"
"11312","507","JIRAUSER10501",NULL,"3600","0","3600"
"11313","508","JIRAUSER10100",NULL,"28800","0","28800"
"11314","509",NULL,NULL,"28800","28800",NULL
"11315","510","JIRAUSER10600",NULL,"28800","0","28800"
"11316","511","JIRAUSER10501",NULL,"0","0",NULL
"11317","512","JIRAUSER10501",NULL,"14400","0","14400"
"11318","513",NULL,NULL,"0","0",NULL
"11319","514",NULL,NULL,"0","0",NULL
"11320","515",NULL,NULL,"0","0",NULL
"11321","516","JIRAUSER10501",NULL,"14400","0","14400"
"11322","517","JIRAUSER10501",NULL,"0","0",NULL
"11323","518","JIRAUSER10501",NULL,"7200","0","7200"
"11324","519","JIRAUSER10501",NULL,"0","0",NULL
"11325","520",NULL,NULL,"0","0",NULL
"11326","521",NULL,NULL,"0","0",NULL
"11327","522","JIRAUSER10401","clone repo : [http://172.16.4.180:7990/scm/acm/ib-api.git]

 ","43200","0","43200"
"11328","523","JIRAUSER10100",NULL,"28800","0","28800"
"11329","524","JIRAUSER10501","FE Updates:

1. Add Loan screen: Customer Search with '+'  Add loan
 # 
 ## Customer Information (like loan application screen)
 ## LOAN SIMULATION
 ### Product
 ### Calculator...
 ## SCHEDULE
 ## LOAN ANALYSIS

[~soumaya.barkallah], [~moez]
 * preparation insertion dans ABACUS par API

Cas insert :
 * insertion dans ABACUS par API

{color:#ff0000}Cas update : {color}
 * {color:#ff0000}update data in ACM{color}
 * {color:#ff0000}send modified data to ABACUS using API [~Haythem.Benizid] à discutter{color}

 ","28800","0","86400"
"11330","525","JIRAUSER10401","Integration Of API Approval suite a l’étape upload sign doc

 list APIs : [http://172.16.4.180:8090/display/WCC/Abcus+API+Requirements]

 

list a mettre en place: 
 - Add customer : POST api/customer (/)
 - Update Customer : PUT api/customer/\{id} (/)
 - Add Loan : POST api/loan (/)
 - Update Loan : PUT api/loan/\{id}/details
 - Add loan guarantor : POST api/loan/guarantor/\{id} (/)
 {color:#00875a}*- Calculator : POST api/loan/calculate :  (/)*{color}
 - Effective interest Calculation : POST api/loan/calculateeffectiveinterestrate
 - Loan Approval :PUT api/loan/\{id}/processes (/)
 {color:#00875a}*- Loan Cancelation : PUT api/loan/cancel/\{id} : (/)*{color}
 - Schedule Edit for new loan : POST api/loan/scheduleedit
 - Schedule Edit for applyed loans : PUT api/loan/\{id}/schedule
 - Loan Refinance : PUT api/loan/refinance/\{id}","28800","0","28800"
"11331","526","JIRAUSER10401",NULL,"14400","0","28800"
"11332","527","JIRAUSER10101",NULL,"57600","0","93600"
"11333","528","JIRAUSER10401",NULL,"57600","0","108000"
"11334","529","JIRAUSER10501","Reject - intgration

Add table rejected online application

Accept 

 - Check if customer exist

 - Send API Abacus (customer + loan)

+ generate UN+Pss to customer 

 ","57600","0","28800"
"11335","530","JIRAUSER10401",NULL,"28800","0","3600"
"11336","531","JIRAUSER10600",NULL,"57600","0","57600"
"11337","532","JIRAUSER10100",NULL,"28800","0","28800"
"11338","533","JIRAUSER10600","|Tâches|QUI ?|estimation|
|Installation d'environnement|Ines|4h|
|Creation projet (blank project) Front-end |Karim|30min|
|Mise en place du projet sur bitbucket|Karim|30min|
|Formation ionic|Ines + Karim|1day|
|Ecran login|Ines|4h|
|Ecran simulation|Karim|1day|
|Ecran contact|Ines|4h|","0","0",NULL
"11339","534",NULL,"BE+FE","28800","0",NULL
"11340","535","JIRAUSER10401",NULL,"28800","0","43200"
"11341","536","JIRAUSER10401","voir détails dans ACM-535 ","28800","0","28800"
"11342","537",NULL,NULL,"28800","0",NULL
"11343","538","JIRAUSER10501"," 

 ","28800","0","28800"
"11344","539","JIRAUSER10000",NULL,"14400","0","14400"
"11346","541","JIRAUSER10501",NULL,"57600","0","57600"
"11347","542",NULL,"KYC

SIMAH

AML","0","0",NULL
"11348","543","JIRAUSER10501",NULL,"14400","0","14400"
"11349","544","JIRAUSER10501",NULL,"28800","0","14400"
"11350","545","JIRAUSER10501",NULL,"14400","0","28800"
"11351","546","JIRAUSER10501",NULL,"57600","0","57600"
"11352","547","JIRAUSER10100",NULL,"14400","0","64800"
"11353","548","JIRAUSER10100",NULL,"28800","0","86400"
"11354","549","JIRAUSER10401","* creation table adress
 * partie BE
 ** Country
 ** Region
 ** City
 ** District
 * gestion Customer Addresses

script adresse (from ABACUS) a voir avec [~radhouane.homrani]","14400","0","100800"
"11355","550","JIRAUSER10501",NULL,"28800","0","28800"
"11356","551","JIRAUSER10501","Fisrt screen in the workflow, includes 2 tabls:
 # Customer screen
 # Loan Application screen

Bring enetred data in the Internet Banking by default

Buttons:
 # Save
 # Next - Enabled  only if all mandatory fields are entered.","28800","0","28800"
"11357","552","JIRAUSER10501",NULL,"86400","0","86400"
"11358","553","JIRAUSER10100","+ FE à intégrer dans le workflow et ajouter le montant de guarantie

 ","86400","0","57600"
"11359","554","JIRAUSER10200"," 
 * bloc relationship
 * chargement analyse
 * chargement documents
 * chargement Communications
 * Status: 
 ** Active (green) - ACTIVE 
 ** Inactive (Yellow) - INACTIVE
 ** Prospect (Blue) - PROSPECT
 ** Blacklisted (Red) - BLACK_L","14400","0","28800"
"11360","555","JIRAUSER10200",NULL,"14400","0","43200"
"11361","556","JIRAUSER10200",NULL,"14400","0","28800"
"11362","557","JIRAUSER10401","(add more data avec [~radhouane.homrani] )

penser a exploiter le retour de création API
 * batch product : 
 ** add taux interst (/)
 * batch customer
 ** add new fields (/)
 * batch loan
 ** add new fields (/)
 * new batch adress by id customer (/)
 * new batch to load UDF
 ** UDF by id loan (/)
 ** UDF by id customer (/)","28800","0","115200"
"11363","558","JIRAUSER10401",NULL,"28800","0","36000"
"11364","559",NULL,"Risk et Audit Steps, define the business rule to whom assign the loan?

We should configure a Risk User for a brach","28800","0",NULL
"11365","560","JIRAUSER10101","BE-

Desc Arabic + Desc Eng + Desc Fr 

Name Arabic + Name Eng + Name Fr 

Image 

 

Table ACM PRODUCT DETAILS

PRODUCT | AMT_MIN | AMT_MAX | TERM_MIN | TERM_MAX

 

S'assurer de batch si tout est bon

 

mis en place batch de la liste des setting value  ACM-596

 ","57600","0","14400"
"11366","561","JIRAUSER10000","[~radhouane.homrani], [~Haythem.Benizid]

 Setting table :
 # select * from AddressType
 # select * from AddressList where active=1
 # select * from AddressListValue where active=1 and AddressListID in (1,2,8)
 # select * from SettingsAddress

insertion dans :
 * select * from Address order by CreationDate DESC
 * select * from CustomerAddress – table mapping Customer <==> Address","7200","0","3600"
"11367","562","JIRAUSER10401",NULL,"14400","0","14400"
"11368","563","JIRAUSER10400","* Remove Edit Application(/) OK
 * Asign To customer : (/) OK
 ** Ajouter un flag dans la table ACM_LOAN (ASSIGN_CUSTOMER)
 ** Quand on clique sur Assign to customer flag = 1 sinon par défaut 0
 * Contact Customer:
 ** Keep the pop-up when click on send : send an e OKmail to the customer + send Notification (ACM-652)(/) OK
 * When the user receives a message from the customer:OK
 ** Add new notification: ""New message received from customer XXXX at XXXX""(/) 
 ** Tagged as   MESSAGE

 ","28800","0","115200"
"11369","564","JIRAUSER10200","* Remove comumns not from IB
 * Add schedule
 * Cards should be expanded
 * Add all info from IB

Boutton Accecpt - voir avec [~Haythem.Benizid]","57600","0","57600"
"11370","565","JIRAUSER10401","Table ACM_LOAN à ajouter 3 colonne (types client)

Table ACM8LOAN CHILD

PRODUCT | AMT_MIN | AMT_MAX | TERM_MIN | TERM_MAX

 

S'assurer de batch si tout est bon","14400","14400",NULL
"11371","566","JIRAUSER10100","tous les tableaux","7200","0",NULL
"11372","567","JIRAUSER10401","Review workflow (/)

BRule Risk review montant > 70K (/)","57600","0","14400"
"11373","568","JIRAUSER10100","Loan Application + Add organization screen
 * % Owned
 * Role

Name | Phone | Portfolio | Branch | % Owned | Role

 ","14400","14400",NULL
"11374","569","JIRAUSER10200",NULL,"14400","0","7200"
"11400","570","JIRAUSER10101","l'heure dans la popup est differente du board

 ","28800","0","14400"
"11401","571","JIRAUSER10501",NULL,"14400","0","14400"
"11402","572",NULL,NULL,"7200","7200",NULL
"11403","573","JIRAUSER10401",NULL,"7200","0","14400"
"11404","574","JIRAUSER10600","If a customer has already documents (type = customer) then if he asked for a new loan, those documents should appear in the customer section","28800","0","28800"
"11405","575","JIRAUSER10200","1. COMPLETE LOAN DATA status is not showing) (/)

the value is not showing in  the filter list on the main dashboard

2. Loan Officer column is not filtering à verifier si ca ete corrigé(/)

3. Column Customer size x2(/)

 

 

process [~Yesser.Somai]

+ Loan Process Icon should be the Loan Icon not organization 

 ","14400","0","14400"
"11406","576","JIRAUSER10200","should be like the screen size? no?","7200","0","7200"
"11407","577","JIRAUSER10200","* View More Button (customer info)
 * Group Members
 * Organization Members

 ","7200","0","7200"
"11408","578","JIRAUSER10600","Setting BE

+ FE","0","0",NULL
"11409","579","JIRAUSER10400","|Type of Message|Arabic|English|
|قبل اتخاذ اجراء قانوني ضد العميل |بلاغ|Incident|
|عام - لمنتج اوخدمة |استعلام|Enquery|
|ممكن ان يزودنا العميل باقتراح لتحسين المنتج او اخذ تمويل إضافي|اقتراح|Suggestion|
|للعملاء الجيدين |تجديد قرض|Loan renew Request (for working loans)|
|بعد التمويل |تقييم الخدمة|Evaluation|
|اجتماع اللجنة |حجز اجتماع|Meeting request|
|ارسال رسائل بقنوات الشكاوى المتاحة للعملاء |شكوى|Complaint |
|طلب آخر|طلب آخر|other|
|إلغاء التطبيق|إلغاء التطبيق|cancel application|","28800","0","86400"
"11410","580","JIRAUSER10600","Voir spec confluence [http://172.16.4.180:8090/display/WCC/BRJMF+Loan+Process%3A+Status+et+possibles+actions]

 

 ","14400","0","14400"
"11411","581","JIRAUSER10600",NULL,"14400","0","14400"
"11412","582","JIRAUSER10600",NULL,"28800","0",NULL
"11413","583","JIRAUSER10600","Translation & other setting

 ","14400","0","14400"
"11414","584","JIRAUSER10600","Note: A valider avec [~soumaya.barkallah] if combine steps 1 to 3, si oui do it here","14400","0","14400"
"11415","585","JIRAUSER10600",NULL,"28800","0","28800"
"11416","586","JIRAUSER10600","ACM_ENV - Contact EMAIL IB

FROM CONTACT@IB...","28800","0","28800"
"11417","587","JIRAUSER10401","display only notification for the mail loan","14400","0","21600"
"11418","588","JIRAUSER10501",NULL,"3600","0",NULL
"11419","589",NULL,"Quand je selectionne le filtre, il affiche tous les loans","7200","7200",NULL
"11420","590","JIRAUSER10501",NULL,"14400","0","14400"
"11421","591","JIRAUSER10100",NULL,"7200","3600","3600"
"11424","594","JIRAUSER10401",NULL,"14400","0","28800"
"11425","595","JIRAUSER10101",NULL,"28800","0","7200"
"11426","596","JIRAUSER10401","Loan Details | Loan Reason ==  Loan Details | Loan Reason ==  select LoanReasonID ,Code ,Description ,AllProducts ,LoanProductIDs ,DefaultItem ,Active  from CUProductLoanReasons

 

Loan Details | Guarantor Source ==  select CULoanGuarantorSourceID ,Code ,Description  ,DefaultItem  ,Active  from CULoanGuarantorSource

 

Loan Details | Source of Funds ==  select LoanSourceOfFundsID ,Code ,Description ,AllProducts ,LoanProductIDs ,DefaultItem ,Active ,HighLevelSourceFund ,sourceofFundtype ,CurrencyID from CULoanSourceOfFunds

 

Loan Details | Refinance Reason ==  select CULoanRefinanceReasonID ,Code ,Description ,AllProducts ,LoanProductIDs ,DefaultItem ,Active from CULoanRefinanceReason

 

Calculator | Periods Deferred ""values of GracePeriod et InterestDeferred from Culaonpart- Loan Deffered no Grace Periods : GracePeriod : 0 & InterestDeferred : 0- Loan Deffered with Grace Periods : GracePeriod : 1 & InterestDeferred : 0- Payments Deferred no Grace Periods :  GracePeriod : 0 & InterestDeferred : 1- Payments Deferred with Grace Periods : GracePeriod : 1 & InterestDeferred : 1 select PeriodsDeferred  from CULoanPart (PeriodsDeferred : number of deffered period)""

 

Branch ==  select BranchID      ,Name      ,Description      ,Code      ,SortCode      ,AccessAll      ,AllowCustomers      ,BackOfficeGL      ,Active      ,AddressID      ,BranchPhoneNumber      ,BranchFaxNumber      ,BranchEmail      ,IncrementDays      ,UseClosedDaysHolidays      ,ClosedDays      ,ChequeClearancePersonal      ,ChequeClearanceThirdParty        ,ParentBranchID      ,RegionalManagerID      ,GLAccountCode from Branches

--Relationships select RelationshipID      ,Name      ,InverseName      ,Directional      ,CreationDate      ,Active from Relationship

 

--Sector select IndustryID      ,Name      ,DefaultItem      ,Active from Industry

 

--Linked customers select CURoleID      ,code      ,Description      ,DefaultItem      ,Active      ,UniqueRestriction     ,IsGroupHead from CURole","28800","0","28800"
"11427","597","JIRAUSER10501","a vérifier avec [~soumaya.barkallah]","14400","0","14400"
"11428","598","JIRAUSER10501","UDF (Analysis) (/)
 * FE cards (/)
 * Integrate BE (/)
 * Tests (/)

Note we can add multiple 

+ Prendre en compte les UDF séparé National Id...) (x)

 

FE improvements
 * mandatory fields star red (/)
 * reorder fields like Abacus (/)
 * Links ==> Members and should be in a card (x)
 * ..............","86400","0","100800"
"11429","599","JIRAUSER10100","Add button Edit","28800","0","28800"
"11430","600","JIRAUSER10600",NULL,"14400","0","7200"
"11431","601","JIRAUSER10501","# Link forget password
 # IHM: input username + bouton submit
 # Email - temporary password","21600","0","25200"
"11432","602","JIRAUSER10200","Add option in Customer screen

 ","14400","14400",NULL
"11433","603",NULL,"Setting

Add option: show disabled xxxx

And hide them current from list","7200","7200",NULL
"11434","604","JIRAUSER10401","vu avec [~soumaya.barkallah]
 * SIMA | AML XML SOAP :
 ** voir doc *DV360.docx*
 * KYC REST API
 ** voir doc

 SPEC : [http://172.16.4.180:8090/display/WCC/Screening]

 
 # mis en place mécanisme de consomation de WS
 # mis en place mécanisme historique chaque appel WS (param IN & OUT)","57600","0","284400"
"11435","605","JIRAUSER10200",NULL,"14400","0",NULL
"11436","606","JIRAUSER10400","* Portfolio list is not working (/)
 * Add pagination (/)
 * should not include customers (only users)!!!! (/)
 * Add ACCESS_BRANCHES field ( voir champs multi select [http://172.16.4.186/field-visit) (/)|http://172.16.4.186/field-visit)])
 ** enregistrer le codes séparés par des virgules (/)
 * Display portfolio Name (/)","28800","0","50400"
"11437","607","JIRAUSER10100",NULL,"14400","14400",NULL
"11500","608","JIRAUSER10600","Personal Information

!image-2020-10-06-15-14-08-258.png!

Address Information

----toutes les adresses

My Accounts

My groups 
||Group Name||My Role||
|Col A1|Col A2|

My Guarantees
||Loan Account||Loan Amount||Product||Customer||Total Guaranteeing||
|Col A1|Col A2| | | |

 

Bank Repayment Accounts
||Loan Account||Bank Name||Account Number ||
|80101-00009997|Rajhi|352738521378628|
| |Al Ahli|O764A389498A23|
|80101-00009995|Rajri |7A4097209409724|
| |Al Ahli|89798472R498652|

 

Bank Disbursment Accounts
||Loan Account||Bank Name||Account Number||
|80101-00009997|Attijari|6325-2102-21876-2186|

 ","57600","0","57600"
"11501","609","JIRAUSER10600","Applied accounts should be moved to My application tab","14400","14400",NULL
"11502","610","JIRAUSER10400","Do not show the message when the data is loading

IB + ACM","7200","0",NULL
"11503","611",NULL,"Year of birth : Should not accept more than 4 caracters

Natioanl ID:  Number of caracter should be limited

Adresss : Should be  a text ","14400","0",NULL
"11504","612","JIRAUSER10100","Save button not working --> orgnisation is not added in the data base ","14400","0",NULL
"11506","614","JIRAUSER10400","FE - Add check box

Query: 

select CUTransaction.*
from CUTransaction 
inner join CULoan on CULoan.CUAccountID=CUTransaction.CUAccountID
inner join CULoanPart on CULoan.CULoanID=CULoanPart.CULoanID
where TransactionTypeID=8 and CUTransaction.Amount=(CULoanPart.IssueFee1Amount+CULoanPart.IssueFee2Amount)
and CUTransaction.CUAccountID=66496

 ","43200","0","43200"
"11507","615","JIRAUSER10401","select * from culoan where status = 4 -- issued

 

 ","7200","0","21600"
"11508","616",NULL,"select * from CULoanDistrictCode","7200","7200",NULL
"11510","618","JIRAUSER10100","+ FE à intégrer dans le workflow et ajouter le montant de guarantie

 ","14400","0","10800"
"11511","619","JIRAUSER10401",NULL,"288000","288000",NULL
"11512","620","JIRAUSER10200",NULL,"3600","0",NULL
"11513","621","JIRAUSER10401",NULL,"14400","0","14400"
"11514","622","JIRAUSER10401",NULL,"7200","0","7200"
"11515","623","JIRAUSER10401",NULL,"14400","0","14400"
"11516","624","JIRAUSER10200"," 

1. Integrer les web services (consommer back):
 * KYC
 * SIMAH
 * AML

2. Implémenter la spec voir confluence","57600","0","122400"
"11517","625","JIRAUSER10501"," 

Table ACM PRODUCT DETAILS

PRODUCT | AMT_MIN | AMT_MAX | TERM_MIN | TERM_MAX

 

S'assurer de batch si tout est bon

 

mis en place batch de la liste des setting value  ACM-596

 ","14400","0","14400"
"11518","626","JIRAUSER10200",NULL,"14400","0",NULL
"11519","627","JIRAUSER10401",NULL,"0","0","0"
"11520","628","JIRAUSER10501","* When app is assigned to Audit, the LO should be redirected to the Home Screen
 * When app is assigned to Risk, the Auditor should be redirected to the Home Screen","14400","0","14400"
"11521","629","JIRAUSER10501","The user should be redirected to the HP","7200","0","21600"
"11522","630","JIRAUSER10401","The system was closed when I clicked on the finish Button

[~Haythem.Benizid] meme cas que j'ai eu en indiv","14400","0","14400"
"11523","631","JIRAUSER10600",NULL,"14400","0","14400"
"11524","632","JIRAUSER10100",NULL,"14400","0",NULL
"11525","633","JIRAUSER10100","(/)Links ==> Members and should be in a card (/)

Branch should be before Porfolio and portfolio should be filtered based on branch (/)

Save is not working (client) (/) juste ajouter les validations pour champs mandatory

 A valider API [~Haythem.Benizid]","14400","0","14400"
"11600","634","JIRAUSER10100",NULL,"0","0",NULL
"11601","635","JIRAUSER10600","voir avec [~Haythem.Benizid]","14400","0","14400"
"11602","636","JIRAUSER10600",NULL,"28800","0","57600"
"11603","637","JIRAUSER10600",NULL,"7200","0","7200"
"11604","638","JIRAUSER10401","URL VM IB recette : 172.16.4.188

user : root / tdev

--------

[~soumaya.barkallah] 

mail [~radhouane.homrani]

Veuillez trouver la nouvelle version *BRJMF* sur le serveur de test : *172.16.4.182*

Abacus Location : *E:\BRJMF\New release\Abacus_Release_2.8.4.18809*

Abacus Web Link : [https://172.16.4.182:8282/]

API link : [https://172.16.4.182:8282/api]

Utilisateur : administrator

Mot de passe : *****","7200","0","57600"
"11605","639","JIRAUSER10401","[~Haythem.Benizid]

Dev integration et recette

fichiers en PJ :
 * AR.json
 * EN.json
 * FR.json

merci :)

 ","3600","0","3600"
"11700","640","JIRAUSER10401","[~soumaya.barkallah] list des API en PJ (de la par de [~radhouane.homrani] )","0","0","100800"
"11702","642","JIRAUSER10401","API en PJ","0","0",NULL
"11800","643","JIRAUSER10501","[~moez] il faudra créer un setting (par user ou par branche), pour définir qui est l'auditeur / le risk manager à qui assigner le wfl.

pour les data BRJMF, voir le tableau ci-dessous:

 
|Khezimame|MOHAMED ABOUKHOZIMA|Jeddah , Madinah , Tabuk|Branch Auditor|
|BRJMFIA|BRJMFIA|HO , All Branch|internal auditer|
|Metwallyaa|AHMED ADEL AHMED METWALLY|Riyadh, Dammam|Branch Auditor|
|Sammanhy|Hani Yousef Bakr Al Samman|Ho and All branches|Risk Manager|

 

penses aussi à une option All si la personne s'occupe de toute les agences...

[~Haythem.Benizid] FYI","14400","0","14400"
"11801","644","JIRAUSER10400",NULL,"14400","0",NULL
"11802","645","JIRAUSER10401","IB+ACM (Where we have the field)

----------------------------------------------------------------------------------------

After Validation with client : See attachment CHECK_ID.SQL   ","57600","0","14400"
"11803","646","JIRAUSER10200","Loan Dashboard + Onlinr Application","14400","0","7200"
"11804","647","JIRAUSER10200",NULL,"14400","0","14400"
"11805","648",NULL,NULL,"14400","0",NULL
"11806","649","JIRAUSER10200",NULL,"14400","0","57600"
"11807","650","JIRAUSER10501",NULL,"28800","0","43200"
"11808","651","JIRAUSER10501",NULL,"28800","0","14400"
"11809","652","JIRAUSER10400",NULL,"28800","0","72000"
"11810","653","JIRAUSER10100","Account Portfolio is not displaying 

 ","14400","0",NULL
"11811","654","JIRAUSER10600",NULL,"14400","0","14400"
"11812","655","JIRAUSER10400",NULL,"7200","0","10800"
"11813","656","JIRAUSER10501",NULL,"57600","0",NULL
"11814","657","JIRAUSER10401","API en PJ","0","0","57600"
"11815","658","JIRAUSER10401",NULL,"0","0",NULL
"11816","659","JIRAUSER10401",NULL,"14400","0","28800"
"11817","660","JIRAUSER10401",NULL,"14400","0","14400"
"11818","661","JIRAUSER10401",NULL,"14400","0","14400"
"11819","662","JIRAUSER10401",NULL,"14400","0","7200"
"11820","663","JIRAUSER10401",NULL,"14400","0","14400"
"11821","664","JIRAUSER10401","[~soumaya.barkallah] 

query made by [~radhouane.homrani] to identify the ""culoanprocessID"" => ID level approval

*DECLARE @culoanID int = 1*

*SELECT* 
 *CULoanProcess.CULoanProcessID,*
 *CULoanProcess.CULoanID,*
 *CULoanProcessID,*
 *CULoanProcess.Completed,*
 *CULoanProcess.LoanApprovalGroup,*
 *(SELECT Customer.CustomerType FROM Customer WHERE Customer.CustomerID=CULoan.CustomerID) CustomerType,*
 *CULoan.CommunityCULoanID*
*FROM CULoanProcess*
*INNER JOIN CULoan ON CULoan.CULoanID = CULoanProcess.CULoanID*
*INNER JOIN CUProductLoanProcesses ON CULoanProcess.CUProductLoanProcessesID=CUProductLoanProcesses.CUProductLoanProcessesID*
*WHERE CUProductLoanProcesses.Approve=1 AND CULoanProcess.cuLoanID IN (SELECT CULoanID FROM CULoan WHERE CULoanID=@culoanID OR CommunityCULoanID=@culoanID)*
*order by CULoanProcess.CULoanID,CULoanProcess.LoanApprovalGroup ASC*","14400","0","57600"
"11822","665","JIRAUSER10401",NULL,"14400","0",NULL
"11823","666","JIRAUSER10401",NULL,"14400","0","14400"
"11824","667","JIRAUSER10401",NULL,"14400","0","14400"
"11825","668","JIRAUSER10401",NULL,"14400","0",NULL
"11826","669","JIRAUSER10100",NULL,"14400","0","14400"
"11827","670","JIRAUSER10100",NULL,"14400","0","14400"
"11828","671","JIRAUSER10501",NULL,"14400","0","14400"
"11829","672","JIRAUSER10501",NULL,"14400","0","28800"
"11830","673","JIRAUSER10100",NULL,"14400","0","14400"
"11831","674","JIRAUSER10501",NULL,"14400","0","28800"
"11832","675",NULL,NULL,"14400","0",NULL
"11833","676","JIRAUSER10501",NULL,"14400","0","14400"
